Produto;Instituição;Valor Mínimo;Rentabilidade;Valor Líquido;Rating do Emissor;Vencimento;Liquidez;Taxa;Detalhes
Debênture;MRS LOGISTICA;R$ 1.079,78;138,90%;R$ 2.579,55;AA- S&P;3443 dias;No Vencimento;IPCA +5,55%;CDB 6.53%
Debênture;CONCESSIONARIA ECOVIAS DO CERRADO S.A.;R$ 1.094,07;37,28%;R$ 1.501,93;Sem Rating;1251 dias;Vencimento;IPCA +5,55%;CDB IPCA + 6.53%
Debênture;CONCESSIONARIA ECOVIAS DO CERRADO S.A.;R$ 1.094,07;37,28%;R$ 1.501,93;Sem Rating;1251 dias;Vencimento;IPCA +5,55%;CDB IPCA + 6.53%
Debênture;CONCESSIONARIA ECOVIAS DO CERRADO S.A.;R$ 1.094,07;37,28%;R$ 1.501,93;Sem Rating;1251 dias;Vencimento;IPCA +5,55%;CDB IPCA + 6.53%
Debênture;RAIZEN;R$ 1.118,98;107,79%;R$ 2.325,11;Sem Rating;2894 dias;No Vencimento;IPCA +5,55%;CDB IPCA + 6.53%
Debênture;RAIZEN;R$ 1.118,98;107,79%;R$ 2.325,11;AAA FITCH;2894 dias;No Vencimento;IPCA +5,55%;CDB 6.53%
Debênture;TAESA;R$ 1.135,87;232,07%;R$ 3.771,91;Sem Rating;4751 dias;No Vencimento;IPCA +5,55%;CDB IPCA + 6.53%
Debênture;TAESA;R$ 1.135,87;232,07%;R$ 3.771,91;AAA MOODYS;4751 dias;No Vencimento;IPCA +5,55%;CDB 6.53%
Debênture;COMP. TRANSM. ENERGIA ELETRICA PAULISTA;R$ 1.136,84;281,37%;R$ 4.335,56;Sem Rating;5299 dias;No Vencimento;IPCA +5,55%;CDB IPCA + 6.53%
Debênture;COMP. TRANSM. ENERGIA ELETRICA PAULISTA;R$ 1.136,84;281,37%;R$ 4.335,56;AAA FITCH;5299 dias;No Vencimento;IPCA +5,55%;CDB 6.53%
Debênture;TAESA;R$ 1.151,87;204,85%;R$ 3.511,45;Sem Rating;4416 dias;No Vencimento;IPCA +5,55%;CDB IPCA + 6.53%
Debênture;TAESA;R$ 1.151,87;204,85%;R$ 3.511,45;AAA MOODYS;4416 dias;No Vencimento;IPCA +5,55%;CDB 6.53%
Debênture;SANEPAR;R$ 1.155,68;104,76%;R$ 2.366,36;Sem Rating;2834 dias;No Vencimento;IPCA +5,55%;CDB IPCA + 6.53%
Debênture;SANEPAR;R$ 1.155,68;104,76%;R$ 2.366,36;Sem Rating;2834 dias;No Vencimento;IPCA +5,55%;CDB 6.53%
Debênture;GASP19 - COMGAS;R$ 1.155,76;96,87%;R$ 2.275,35;Sem Rating;2681 dias;No Vencimento;IPCA +5,55%;CDB IPCA + 117.65%
Debênture;NEOENERGIA;R$ 1.177,59;133,35%;R$ 2.747,89;Sem Rating;3351 dias;No Vencimento;IPCA +5,55%;CDB IPCA + 6.53%
Debênture;NEOENERGIA;R$ 1.177,59;133,35%;R$ 2.747,89;Sem Rating;3351 dias;No Vencimento;IPCA +5,55%;CDB 6.53%
CRI;PETROBRAS;R$ 1.179,56;250,49%;R$ 4.134,21;Sem Rating;4966 dias;No Vencimento;IPCA +5,55%;CDB IPCA + 6.53%
CRI;PETROBRAS;R$ 1.179,56;250,49%;R$ 4.134,21;AA FITCH;4966 dias;No Vencimento;IPCA +5,55%;CDB 6.53%
Debênture;CCR RODONORTE;R$ 1.201,55;195,81%;R$ 3.554,26;Sem Rating;4295 dias;No Vencimento;IPCA +5,55%;CDB IPCA + 6.53%
Debênture;CCR RODONORTE;R$ 1.201,55;195,81%;R$ 3.554,26;AA- S&P;4295 dias;No Vencimento;IPCA +5,55%;CDB 6.53%
Debênture;TAESA;R$ 1.457,98;558,81%;R$ 9.605,40;Sem Rating;7461 dias;No Vencimento;IPCA +5,55%;CDB IPCA + 6.53%
Debênture;TAESA;R$ 1.457,98;558,81%;R$ 9.605,40;AAA MOODYS;7461 dias;No Vencimento;IPCA +5,55%;CDB 6.53%
CDB;BANCO MERCANTIL;R$ 5.000,00;8,06%;R$ 5.403,04;BBB+ S&P;365 dias;Vencimento;9,69%PRÉ;LCI/LCA 7.99% PRÉ
CDB;BANCO HAITONG;R$ 1.000,00;17,32%;R$ 1.173,15;AAA S&P;730 dias;No Vencimento;IPCA +5,55%;LCI/LCA IPCA + 4.72%
CDB;BANCO DAYCOVAL;R$ 1.000,00;38,02%;R$ 1.380,22;AA FITCH;1460 dias;No Vencimento;IPCA +5,55%;LCI/LCA IPCA + 4.72%
LCA;BANCO BTG PACTUAL;R$ 500,00;151,67%;R$ 1.258,36;AAA S&P;3657 dias;Vencimento;91,27% CDI;CDB 107.38% CDI
LCA;BANCO BTG PACTUAL;R$ 500,00;151,67%;R$ 1.258,36;AAA S&P;3657 dias;Vencimento;91,27% CDI;CDB 107.38% CDI
LCA;BANCO BTG PACTUAL;R$ 500,00;151,67%;R$ 1.258,36;AAA S&P;3657 dias;Vencimento;91,27% CDI;CDB 107.38% CDI
Debênture;VIAPAULISTA S.A.;R$ 703,89;34,00%;R$ 943,22;Sem Rating;1159 dias;Vencimento;IPCA +5,54%;CDB IPCA + 6.52%
Debênture;VIAPAULISTA S.A.;R$ 703,89;34,00%;R$ 943,22;Sem Rating;1159 dias;Vencimento;IPCA +5,54%;CDB IPCA + 6.52%
Debênture;VIAPAULISTA S.A.;R$ 703,89;34,00%;R$ 943,22;Sem Rating;1159 dias;Vencimento;IPCA +5,54%;CDB IPCA + 6.52%
Debênture;COMPANHIA DE ELETRICIDADE DO AMAPA CEA;R$ 1.092,89;77,86%;R$ 1.943,81;Sem Rating;2285 dias;Vencimento;IPCA +5,54%;CDB IPCA + 6.52%
Debênture;COMPANHIA DE ELETRICIDADE DO AMAPA CEA;R$ 1.092,89;77,86%;R$ 1.943,81;Sem Rating;2285 dias;Vencimento;IPCA +5,54%;CDB IPCA + 6.52%
Debênture;COMPANHIA DE ELETRICIDADE DO AMAPA CEA;R$ 1.092,89;77,86%;R$ 1.943,81;Sem Rating;2285 dias;Vencimento;IPCA +5,54%;CDB IPCA + 6.52%
CDB;BANCO DESENV. MG;R$ 10.000,00;17,33%;R$ 11.732,75;Sem Rating;732 dias;Vencimento;9,68%PRÉ;LCI/LCA 8.23% PRÉ
CRA;VERT COMPANHIA SECURITIZADORA;R$ 11.407,00;50,58%;R$ 17.176,42;Sem Rating;1618 dias;Vencimento;IPCA +5,54%;LCI/LCA IPCA + 6.52%
CRA;IPIRANGA PETROLEO;R$ 20.145,00;54,91%;R$ 31.205,91;AAA MOODYS;1733 dias;Vencimento;IPCA +4,77%;LCI/LCA IPCA + 5.61%
Debênture;PETROBRAS;R$ 20.230,00;143,85%;R$ 49.329,99;AA FITCH;3924 dias;Vencimento;IPCA +4,77%;LCI/LCA IPCA + 4.05%
LCA;BANCO BTG PACTUAL;R$ 500,00;90,51%;R$ 952,56;AAA S&P;2559 dias;Vencimento;91,19% CDI;CDB 107.28% CDI
LCA;BANCO BTG PACTUAL;R$ 500,00;90,51%;R$ 952,56;AAA S&P;2559 dias;Vencimento;91,19% CDI;CDB 107.28% CDI
LCA;BANCO BTG PACTUAL;R$ 500,00;90,51%;R$ 952,56;AAA S&P;2559 dias;Vencimento;91,19% CDI;CDB 107.28% CDI
LCA;BANCO BTG PACTUAL;R$ 500,00;109,15%;R$ 1.045,76;AAA S&P;2925 dias;Vencimento;91,23% CDI;CDB 107.33% CDI
LCA;BANCO BTG PACTUAL;R$ 500,00;109,15%;R$ 1.045,76;AAA S&P;2925 dias;Vencimento;91,23% CDI;CDB 107.33% CDI
LCA;BANCO BTG PACTUAL;R$ 500,00;109,15%;R$ 1.045,76;AAA S&P;2925 dias;Vencimento;91,23% CDI;CDB 107.33% CDI
LCA;BANCO BTG PACTUAL;R$ 500,00;129,51%;R$ 1.147,54;AAA S&P;3293 dias;Vencimento;91,25% CDI;CDB 107.35% CDI
LCA;BANCO BTG PACTUAL;R$ 500,00;129,51%;R$ 1.147,54;AAA S&P;3293 dias;Vencimento;91,25% CDI;CDB 107.35% CDI
LCA;BANCO BTG PACTUAL;R$ 500,00;129,51%;R$ 1.147,54;AAA S&P;3293 dias;Vencimento;91,25% CDI;CDB 107.35% CDI
CDB;PARANA BANCO;R$ 1.000,00;37,30%;R$ 1.373,00;AA+ S&P;1440 dias;Vencimento;IPCA +5,53%;LCI/LCA IPCA + 4.7%
Debênture;EMPRESA DE TRANSMISSAO BAIANA;R$ 1.296,88;56,19%;R$ 2.025,58;Sem Rating;1770 dias;Vencimento;IPCA +5,53%;CDB IPCA + 6.51%
Debênture;EMPRESA DE TRANSMISSAO BAIANA;R$ 1.296,88;56,19%;R$ 2.025,58;Sem Rating;1770 dias;Vencimento;IPCA +5,53%;CDB IPCA + 6.51%
Debênture;EMPRESA DE TRANSMISSAO BAIANA;R$ 1.296,88;56,19%;R$ 2.025,58;Sem Rating;1770 dias;Vencimento;IPCA +5,53%;CDB IPCA + 6.51%
Debênture;SABESP;R$ 11.329,74;87,52%;R$ 21.245,58;AAA MOODYS;2804 dias;Vencimento;IPCA +5,53%;LCI/LCA IPCA + 4.7%
LCA;BANCO BTG PACTUAL;R$ 500,00;73,64%;R$ 868,22;AAA S&P;2194 dias;Vencimento;91,12% CDI;CDB 107.2% CDI
LCA;BANCO BTG PACTUAL;R$ 500,00;73,64%;R$ 868,22;AAA S&P;2194 dias;Vencimento;91,12% CDI;CDB 107.2% CDI
LCA;BANCO BTG PACTUAL;R$ 500,00;73,64%;R$ 868,22;AAA S&P;2194 dias;Vencimento;91,12% CDI;CDB 107.2% CDI
CDB;BANCO BTG PACTUAL;R$ 1.000,00;17,29%;R$ 1.172,94;AAA S&P;732 dias;Vencimento;IPCA +5,52%;LCI/LCA IPCA + 4.69%
CDB;BANCO RODOBENS;R$ 1.000,00;17,29%;R$ 1.172,94;AA+ FITCH;732 dias;Vencimento;IPCA +5,52%;LCI/LCA IPCA + 4.69%
CDB;RODOBENS IPCA+;R$ 10.000,00;17,29%;R$ 11.729,43;Sem Rating;732 dias;Vencimento;IPCA +5,52%;LCI/LCA IPCA + 4.69%
Debênture;ISA CTEEP;R$ 14.056,66;8,10%;R$ 15.195,80;AAA FITCH;369 dias;Vencimento;IPCA +5,52%;LCI/LCA IPCA + 4.55%
LCA;BANCO BTG PACTUAL;R$ 500,00;31,87%;R$ 659,35;AAA S&P;1098 dias;Vencimento;91,0% CDI;CDB 107.06% CDI
LCA;BANCO BTG PACTUAL;R$ 500,00;31,87%;R$ 659,35;AAA S&P;1098 dias;Vencimento;91,0% CDI;CDB 107.06% CDI
LCA;BANCO BTG PACTUAL;R$ 500,00;31,87%;R$ 659,35;AAA S&P;1098 dias;Vencimento;91,0% CDI;CDB 107.06% CDI
LCA;BANCO BTG PACTUAL;R$ 500,00;31,97%;R$ 659,84;AAA S&P;1102 dias;Vencimento;91,0% CDI;CDB 107.06% CDI
LCA;BANCO BTG PACTUAL;R$ 500,00;31,97%;R$ 659,84;AAA S&P;1102 dias;Vencimento;91,0% CDI;CDB 107.06% CDI
LCA;BANCO BTG PACTUAL;R$ 500,00;31,97%;R$ 659,84;AAA S&P;1102 dias;Vencimento;91,0% CDI;CDB 107.06% CDI
LCA;BANCO BTG PACTUAL;R$ 500,00;58,38%;R$ 791,88;AAA S&P;1830 dias;Vencimento;91,01% CDI;CDB 107.07% CDI
LCA;BANCO BTG PACTUAL;R$ 500,00;58,38%;R$ 791,88;AAA S&P;1830 dias;Vencimento;91,01% CDI;CDB 107.07% CDI
LCA;BANCO BTG PACTUAL;R$ 500,00;58,38%;R$ 791,88;AAA S&P;1830 dias;Vencimento;91,01% CDI;CDB 107.07% CDI
LCA;BANCO BTG PACTUAL;R$ 1.000,00;9,69%;R$ 1.096,87;AAA S&P;364 dias;Vencimento;91,0% CDI;CDB 110.3% CDI
CDB;BANCO TRIANGULO;R$ 1.000,00;8,03%;R$ 1.080,27;A FITCH;365 dias;No Vencimento;9,65%PRÉ;LCI/LCA 7.96% PRÉ
LCA;BANCO DAYCOVAL;R$ 1.000,00;9,73%;R$ 1.097,27;AA FITCH;365 dias;Vencimento;91,0% CDI;CDB 110.3% CDI
LCA;BDMG S.A;R$ 1.000,00;9,73%;R$ 1.097,27;Sem Rating;365 dias;Vencimento;91,0% CDI;CDB 110.3% CDI
LCA;BANCO BTG PACTUAL;R$ 1.000,00;14,90%;R$ 1.148,98;AAA S&P;549 dias;Vencimento;91,0% CDI;CDB 110.3% CDI
LCA;BANCO ABC BRASIL;R$ 1.000,00;20,27%;R$ 1.202,68;Sem Rating;730 dias;No Vencimento;91,0% CDI;CDB 107.06% CDI
LCA;BANCO COOPERATIVO SICOOB;R$ 1.000,00;20,27%;R$ 1.202,68;Sem Rating;730 dias;No Vencimento;91,0% CDI;CDB 107.06% CDI
LCA;BANCO ABC BRASIL;R$ 1.000,00;20,27%;R$ 1.202,68;AAA FITCH;730 dias;D+90;91,0% CDI;CDB 107.06% CDI
LCA;BANCO ABC BRASIL;R$ 1.000,00;20,27%;R$ 1.202,68;AAA FITCH;730 dias;D+90;91,0% CDI;CDB 107.06% CDI
LCA;BANCO DAYCOVAL;R$ 1.000,00;20,28%;R$ 1.202,75;AA FITCH;730 dias;Vencimento;9,65%PRÉ;CDB 11.35% PRÉ
LCA;BANCO BTG PACTUAL;R$ 1.000,00;20,27%;R$ 1.202,68;AAA S&P;731 dias;Vencimento;91,0% CDI;CDB 107.06% CDI
LCA;BANCO ABC BRASIL;R$ 1.000,00;20,31%;R$ 1.203,12;AAA FITCH;732 dias;Vencimento;91,0% CDI;CDB 107.06% CDI
LCA;BANCO DESENV. MG;R$ 1.000,00;25,94%;R$ 1.259,36;Sem Rating;914 dias;Vencimento;91,0% CDI;CDB 107.06% CDI
LCA;BANCO BTG PACTUAL;R$ 1.000,00;25,94%;R$ 1.259,36;AAA S&P;914 dias;Vencimento;91,0% CDI;CDB 107.06% CDI
LCA;BANCO DESENV. MG;R$ 1.000,00;31,73%;R$ 1.317,26;Sem Rating;1095 dias;Vencimento;91,0% CDI;CDB 107.06% CDI
LCI;BARI HIPOTECARIA;R$ 1.000,00;44,50%;R$ 1.445,03;Sem Rating;1460 dias;No Vencimento;9,65%PRÉ;CDB 11.35% PRÉ
Debênture;BELO MONTE TRANSM. ENERGIA;R$ 1.333,75;102,60%;R$ 2.702,13;AA+ FITCH;2803 dias;Vencimento;IPCA +5,51%;CDB IPCA + 6.48%
Debênture;BELO MONTE TRANSM. ENERGIA;R$ 1.333,75;102,60%;R$ 2.702,13;AA+ FITCH;2803 dias;Vencimento;IPCA +5,51%;CDB IPCA + 6.48%
Debênture;BELO MONTE TRANSM. ENERGIA;R$ 1.333,75;102,60%;R$ 2.702,13;AA+ FITCH;2803 dias;Vencimento;IPCA +5,51%;CDB IPCA + 6.48%
LCA;BANCO ALFA;R$ 5.000,00;4,56%;R$ 5.228,04;AA+ MOODYS;181 dias;Vencimento;9,65%PRÉ;CDB 12.06% PRÉ
LCA;BANCO BTG .;R$ 5.000,00;7,23%;R$ 5.361,48;Sem Rating;276 dias;Vencimento;91,0% CDI;CDB 113.75% CDI
LCA;BANCO BTG .;R$ 5.000,00;7,27%;R$ 5.363,44;Sem Rating;277 dias;Vencimento;91,0% CDI;CDB 113.75% CDI
LCI;BANCO INTER;R$ 5.000,00;9,73%;R$ 5.486,36;A- FITCH;365 dias;Vencimento;91,0% CDI;CDB 110.3% CDI
LCA;BANCO BTG PACTUAL;R$ 5.000,00;9,73%;R$ 5.486,36;AAA S&P;367 dias;Vencimento;91,0% CDI;CDB 110.3% CDI
LCI;BANCO INTER;R$ 5.000,00;12,00%;R$ 5.599,79;A- FITCH;451 dias;Vencimento;91,0% CDI;CDB 110.3% CDI
LCI;BANCO INTER;R$ 5.000,00;14,69%;R$ 5.734,41;A- FITCH;540 dias;Vencimento;91,0% CDI;CDB 110.3% CDI
LCI;BANCO INTER;R$ 5.000,00;14,69%;R$ 5.734,41;A- FITCH;542 dias;Vencimento;91,0% CDI;CDB 110.3% CDI
LCA;BANCO BTG PACTUAL;R$ 5.000,00;14,90%;R$ 5.744,90;AAA S&P;549 dias;Vencimento;91,0% CDI;CDB 110.3% CDI
LCA;BANCO SICOOB;R$ 5.000,00;20,27%;R$ 6.013,42;Sem Rating;730 dias;Vencimento;91,0% CDI;CDB 107.06% CDI
LCI;BANCO INTER;R$ 1.000,00;20,27%;R$ 1.202,68;A- FITCH;730 dias;D+90;91,0% CDI;CDB 107.06% CDI
LCA;BANCO COOPERATIVO SICOOB;R$ 1.000,00;20,27%;R$ 1.202,68;Sem Rating;730 dias;D+90;91,0% CDI;CDB 107.06% CDI
LCA;BANCO SICOOB;R$ 5.000,00;20,27%;R$ 6.013,42;Sem Rating;730 dias;Vencimento;91,0% CDI;CDB 107.06% CDI
LCA;BANCO BTG PACTUAL;R$ 5.000,00;20,27%;R$ 6.013,42;AAA S&P;731 dias;Vencimento;91,0% CDI;CDB 107.06% CDI
LCA;SICOOB;R$ 5.000,00;20,31%;R$ 6.015,62;Sem Rating;732 dias;Vencimento;91,0% CDI;CDB 107.06% CDI
LCA;BANCO SICOOB;R$ 5.000,00;20,44%;R$ 6.022,22;Sem Rating;735 dias;Vencimento;91,0% CDI;CDB 107.06% CDI
LCI;BANCO INTER;R$ 1.000,00;25,52%;R$ 1.255,22;A- FITCH;900 dias;D+90;91,0% CDI;CDB 107.06% CDI
LCA;BANCO BTG PACTUAL;R$ 5.000,00;25,94%;R$ 6.296,80;AAA S&P;914 dias;Vencimento;91,0% CDI;CDB 107.06% CDI
LCI;BANCO INTER;R$ 1.000,00;31,73%;R$ 1.317,26;A- FITCH;1095 dias;D+90;91,0% CDI;CDB 107.06% CDI
CDB;BANCO ABC BRASIL;R$ 10.000,00;3,65%;R$ 10.365,33;AAA FITCH;180 dias;Vencimento;9,65%PRÉ;LCI/LCA 7.48% PRÉ
CDB;BANCO ABC BRASIL;R$ 10.000,00;7,93%;R$ 10.792,82;AAA FITCH;363 dias;No Vencimento;9,65%PRÉ;LCI/LCA 7.96% PRÉ
LCA;BANCO BV;R$ 10.000,00;9,69%;R$ 10.968,70;AA MOODYS;364 dias;Vencimento;91,0% CDI;CDB 110.3% CDI
LCA;BANCO ABC BRASIL;R$ 10.000,00;20,31%;R$ 12.031,24;AAA FITCH;732 dias;Vencimento;91,0% CDI;CDB 107.06% CDI
Debênture;ENEVA;R$ 20.560,00;37,67%;R$ 28.305,47;Sem Rating;1458 dias;Vencimento;IPCA +4,74%;LCI/LCA IPCA + 4.03%
LCA;BANCO BOCOM BBM;R$ 50.000,00;7,39%;R$ 53.693,25;AAA FITCH;280 dias;Vencimento;91,0% CDI;CDB 113.75% CDI
LCA;BANCO BOCOM BBM;R$ 1.000,00;7,39%;R$ 1.073,86;AAA FITCH;280 dias;D+90;91,0% CDI;CDB 113.75% CDI
LCA;BANCO BOCOM BBM;R$ 50.000,00;9,73%;R$ 54.863,56;AAA FITCH;365 dias;Vencimento;91,0% CDI;CDB 110.3% CDI
LCA;BANCO BOCOM BBM;R$ 1.000,00;9,73%;R$ 1.097,27;AAA FITCH;365 dias;D+90;91,0% CDI;CDB 110.3% CDI
LCI;CAIXA ECONOMICA FEDERAL;R$ 1.000.000,00;20,27%;R$ 1.202.684,58;AAA S&P;730 dias;D+90;91,0% CDI;CDB 107.06% CDI
CDB;BANCO RODOBENS;R$ 1.000,00;76,66%;R$ 1.766,63;AA+ FITCH;2559 dias;Vencimento;IPCA +5,5%;LCI/LCA IPCA + 4.67%
Debênture;COMP. TRANSM. ENERGIA ELETRICA PAULISTA;R$ 1.106,20;139,66%;R$ 2.651,17;Sem Rating;3473 dias;No Vencimento;IPCA +5,5%;CDB IPCA + 6.47%
Debênture;COMP. TRANSM. ENERGIA ELETRICA PAULISTA;R$ 1.106,20;139,66%;R$ 2.651,17;AAA FITCH;3473 dias;No Vencimento;IPCA +5,5%;CDB 6.47%
Debênture;CEMIG DISTRIBUICAO;R$ 1.113,79;60,78%;R$ 1.790,70;Sem Rating;1890 dias;No Vencimento;IPCA +5,5%;CDB IPCA + 6.47%
Debênture;CEMIG DISTRIBUICAO;R$ 1.113,79;60,78%;R$ 1.790,70;AA- MOODYS;1890 dias;No Vencimento;IPCA +5,5%;CDB 6.47%
CRA;IPIRANGA;R$ 1.119,30;111,83%;R$ 2.371,01;Sem Rating;2986 dias;Vencimento;IPCA +5,5%;CDB IPCA + 6.47%
CRA;IPIRANGA;R$ 1.119,30;111,83%;R$ 2.371,01;Sem Rating;2986 dias;Vencimento;IPCA +5,5%;CDB IPCA + 6.47%
CRA;IPIRANGA;R$ 1.119,30;111,83%;R$ 2.371,01;Sem Rating;2986 dias;Vencimento;IPCA +5,5%;CDB IPCA + 6.47%
Debênture;RUMO MALHA NORTE;R$ 1.182,32;93,06%;R$ 2.282,61;Sem Rating;2620 dias;No Vencimento;IPCA +5,5%;CDB IPCA + 6.47%
Debênture;RUMO MALHA NORTE;R$ 1.182,32;93,06%;R$ 2.282,61;AAA FITCH;2620 dias;No Vencimento;IPCA +5,5%;CDB 6.47%
Debênture;GASC23 - RUMO;R$ 1.202,17;139,66%;R$ 2.881,18;Sem Rating;3473 dias;No Vencimento;IPCA +5,5%;CDB IPCA + 117.65%
Debênture;RUMOA4 - RUMO;R$ 1.399,33;73,47%;R$ 2.427,37;Sem Rating;2194 dias;No Vencimento;IPCA +5,5%;CDB IPCA + 117.65%
Debênture;SABESP;R$ 13.039,22;65,88%;R$ 21.629,30;AAA MOODYS;2286 dias;Vencimento;IPCA +5,5%;LCI/LCA IPCA + 4.67%
CDB;BANCO DAYCOVAL;R$ 1.000,00;12,11%;R$ 1.121,11;AA FITCH;540 dias;No Vencimento;IPCA +5,5%;LCI/LCA IPCA + 4.54%
CDB;BANCO DAYCOVAL;R$ 1.000,00;21,68%;R$ 1.216,81;AA FITCH;900 dias;No Vencimento;IPCA +5,5%;LCI/LCA IPCA + 4.67%
LCA;BANCO BOCOM BBM;R$ 50.000,00;4,63%;R$ 52.316,33;AAA FITCH;183 dias;Vencimento;9,64%PRÉ;CDB 12.05% PRÉ
LCA;BANCO BTG PACTUAL;R$ 500,00;44,55%;R$ 722,76;AAA S&P;1466 dias;Vencimento;90,84% CDI;CDB 106.87% CDI
LCA;BANCO BTG PACTUAL;R$ 500,00;44,55%;R$ 722,76;AAA S&P;1466 dias;Vencimento;90,84% CDI;CDB 106.87% CDI
LCA;BANCO BTG PACTUAL;R$ 500,00;44,55%;R$ 722,76;AAA S&P;1466 dias;Vencimento;90,84% CDI;CDB 106.87% CDI
CDB;PARANA BANCO;R$ 50.000,00;36,98%;R$ 68.489,42;AA+ S&P;1438 dias;Vencimento;9,63%PRÉ;LCI/LCA 8.19% PRÉ
CDB;BANCO RODOBENS;R$ 1.000,00;26,93%;R$ 1.269,28;AA+ FITCH;1096 dias;Vencimento;IPCA +5,48%;LCI/LCA IPCA + 4.66%
CDB;BANCO RODOBENS;R$ 1.000,00;62,23%;R$ 1.622,26;AA+ FITCH;2191 dias;Vencimento;IPCA +5,48%;LCI/LCA IPCA + 4.66%
CDB;RODOBENS IPCA+;R$ 10.000,00;26,93%;R$ 12.692,80;Sem Rating;1096 dias;Vencimento;IPCA +5,48%;LCI/LCA IPCA + 4.66%
Debênture;ENGIE ENERGIA;R$ 20.216,00;44,28%;R$ 29.168,06;AAA S&P;1670 dias;Vencimento;IPCA +4,72%;LCI/LCA IPCA + 4.01%
CDB;BANCO RODOBENS;R$ 1.000,00;37,69%;R$ 1.376,94;AA+ FITCH;1461 dias;Vencimento;IPCA +5,47%;LCI/LCA IPCA + 4.65%
CDB;BANCO RODOBENS;R$ 1.000,00;49,29%;R$ 1.492,90;AA+ FITCH;1826 dias;Vencimento;IPCA +5,47%;LCI/LCA IPCA + 4.65%
CDB;BANCO MERCANTIL;R$ 5.000,00;7,99%;R$ 5.399,71;BBB+ S&P;367 dias;Vencimento;9,61%PRÉ;LCI/LCA 0.0% PRÉ
Debênture;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.;R$ 9.005,71;11,59%;R$ 10.049,46;Sem Rating;522 dias;Vencimento;IPCA +5,47%;LCI/LCA IPCA + 4.51%
CDB;RODOBENS IPCA+;R$ 10.000,00;37,69%;R$ 13.769,44;Sem Rating;1461 dias;Vencimento;IPCA +5,47%;LCI/LCA IPCA + 4.65%
CDB;RODOBENS IPCA+;R$ 10.000,00;49,34%;R$ 14.933,89;Sem Rating;1827 dias;Vencimento;IPCA +5,47%;LCI/LCA IPCA + 4.65%
CDB;BANCO BMG;R$ 1.000,00;3,81%;R$ 1.038,13;B+ FITCH;182 dias;Vencimento;9,60%PRÉ;LCI/LCA 7.68% PRÉ
CDB;BANCO ABC BRASIL;R$ 1.000,00;16,92%;R$ 1.169,24;AAA FITCH;721 dias;Vencimento;IPCA +4,7%;LCI/LCA IPCA + 4.0%
LCA;BANCO CNH;R$ 1.000,00;20,17%;R$ 1.201,65;Sem Rating;730 dias;No Vencimento;9,60%PRÉ;CDB 11.29% PRÉ
LCA;BANCO CNH;R$ 1.000,00;20,17%;R$ 1.201,65;AA+ FITCH;730 dias;D+90;9,60%PRÉ;CDB 11.29% PRÉ
LC;SANTINVEST;R$ 1.000,00;17,77%;R$ 1.177,74;BBB- FITCH;756 dias;Vencimento;9,60%PRÉ;LCI/LCA 8.16% PRÉ
CDB;BANCO ABC BRASIL;R$ 1.000,00;26,50%;R$ 1.264,99;AAA FITCH;1081 dias;Vencimento;9,60%PRÉ;LCI/LCA 8.16% PRÉ
LCI;BARI COMPANHIA HIPOTECÁRIA;R$ 1.000,00;44,29%;R$ 1.442,92;Sem Rating;1461 dias;Vencimento;9,60%PRÉ;CDB 11.29% PRÉ
CDB;BANCO ABC BRASIL;R$ 10.000,00;7,99%;R$ 10.798,58;AAA FITCH;365 dias;Vencimento;9,60%PRÉ;LCI/LCA 7.92% PRÉ
CRA;RB CAPITAL SECURITIZADORA;R$ 13.059,68;19,38%;R$ 15.590,77;AA FITCH;704 dias;Vencimento;IPCA +5,46%;LCI/LCA IPCA + 6.62%
Debênture;ENERGISA;R$ 13.611,88;17,25%;R$ 15.960,19;AA+ FITCH;734 dias;Vencimento;IPCA +5,46%;LCI/LCA IPCA + 4.64%
Debênture;ENGIE ENERGIA;R$ 19.620,00;22,60%;R$ 24.054,78;AAA S&P;940 dias;Vencimento;IPCA +4,7%;LCI/LCA IPCA + 4.0%
CDB;PARANA BANCO;R$ 1.000,00;16,94%;R$ 1.169,36;AA+ S&P;721 dias;Vencimento;IPCA +5,45%;LCI/LCA IPCA + 4.63%
CDB;PARANA BANCO;R$ 1.000,00;26,39%;R$ 1.263,86;AA+ S&P;1080 dias;Vencimento;IPCA +5,45%;LCI/LCA IPCA + 4.63%
LCI - IPCA +;BANCO BARI;R$ 1.000,00;37,56%;R$ 1.375,57;Sem Rating;1460 dias;Vencimento;IPCA +5,45%;LCI/LCA IPCA + 4.63%
CDB;BANCO BMG;R$ 1.000,00;67,86%;R$ 1.678,58;B+ FITCH;2348 dias;Vencimento;IPCA +5,45%;LCI/LCA IPCA + 4.63%
Debênture;ETB ALUPAR;R$ 1.300,13;55,62%;R$ 2.023,24;Sem Rating;1770 dias;No Vencimento;IPCA +5,45%;CDB IPCA + 6.41%
Debênture;ETB ALUPAR;R$ 1.300,13;55,62%;R$ 2.023,24;Sem Rating;1770 dias;No Vencimento;IPCA +5,45%;CDB 6.41%
LCA;BANCO DESENV. MG;R$ 10.000,00;14,85%;R$ 11.485,20;Sem Rating;550 dias;Vencimento;90,5% CDI;CDB 109.7% CDI
